CP001733.1,NC_015183.1,NC_018679.1,NC_017196.2,AAJM01,NC_008542.1,NC_002696.2,ATLH01,NZ_CP009976.1,ATLG01,NZ_CP009887.1,NC_002179.2,CP000312.1,NC_003910.7,NC_014230.1,AJKU01,CP002491.1,NC_012971.2,AE014075.1,NZ_CP009789.1,NC_015948.1,AFAO01,NZ_AP012544.1,NC_008054.1,NC_009004.1,NZ_CP009494.1,AZJX01,AZKB01,NC_004547.2,NC_007205.1,NC_005072.1,NC_007577.1,NC_008817.1,NC_007335.2,NC_005042.1,NC_008820.1,NC_005071.1,NC_008819.1,NC_017731.1,ASWV01,AZUG01,NC_012660.1,ANJD01,NC_014010.1,NC_008380.1,ATYQ01,NC_003911.12,NC_016810.1,NC_003197.1,NC_016856.1,NC_022569.1,NC_020528.1,NC_007712.1,NC_007795.1,CP000410.1,NC_003098.1,CP002888.1,NC_003888.3,JPOY01,NC_021058.1,NC_002754.1,ADXL01,NZ_CP006882.1,NC_009481.1,AAOK01,NC_005070.1,CP003184.1,NC_005835.1,NC_006461.1,AAZW01,NZ_CP009840.1
KF279413,-1.41478,-1.32172,-1.42984,-1.42895,-1.49211,-1.31646,-1.28965,-1.48786,-1.48955,-1.48807,-1.48877,-1.43335,-1.45626,-1.47921,-1.46695,-1.32354,-1.46045,-1.36665,-1.36661,-1.36613,-1.32363,-1.44482,-1.40564,-1.38803,-1.46048,-1.26769,-1.43454,-1.43716,-1.36552,-1.42956,-1.43699,-1.43791,-1.43826,-1.44612,-1.44237,-1.38898,-1.38669,-1.44627,-1.44902,-1.27788,-1.27838,-1.2844,-1.29835,-1.39638,-1.31676,-1.3162,-1.29496,-1.35372,-1.35359,-1.35385,-1.35395,-1.31339,-1.33407,-1.46175,-1.44673,-1.44658,-1.4499,-1.27045,-1.31788,-1.45938,-1.47346,-1.30619,-1.32056,-1.32126,-1.33547,-1.32239,-1.46377,-1.36519,-1.36435,-1.45078,-1.39593
KF279414,-1.43828,-1.37204,-1.43895,-1.43504,-1.48304,-1.38775,-1.36792,-1.48229,-1.48422,-1.48387,-1.48263,-1.42559,-1.46678,-1.47803,-1.47136,-1.39902,-1.45843,-1.41082,-1.41063,-1.41074,-1.36071,-1.44717,-1.42376,-1.40586,-1.4576,-1.35502,-1.43385,-1.43552,-1.40613,-1.43456,-1.44062,-1.44316,-1.44172,-1.44344,-1.44104,-1.39943,-1.39616,-1.44398,-1.45088,-1.3666,-1.36612,-1.36673,-1.36892,-1.42752,-1.36643,-1.36717,-1.37964,-1.40758,-1.408,-1.40778,-1.40764,-1.36125,-1.40029,-1.46614,-1.43959,-1.43943,-1.44285,-1.36595,-1.37952,-1.45938,-1.47143,-1.37601,-1.3672,-1.36743,-1.3712,-1.36822,-1.46282,-1.40857,-1.40903,-1.44502,-1.42835
KF279415,-1.43428,-1.36627,-1.44498,-1.4354,-1.49028,-1.36336,-1.34872,-1.4884,-1.48916,-1.49006,-1.48874,-1.42976,-1.46357,-1.48525,-1.47126,-1.38141,-1.4635,-1.40399,-1.40424,-1.40317,-1.34425,-1.44535,-1.42622,-1.41155,-1.4623,-1.33001,-1.43751,-1.43604,-1.40214,-1.43103,-1.44017,-1.44074,-1.44104,-1.44524,-1.44324,-1.40603,-1.40475,-1.44506,-1.45622,-1.34955,-1.34956,-1.35885,-1.36124,-1.42634,-1.35537,-1.35741,-1.3657,-1.39585,-1.39604,-1.39613,-1.39593,-1.34822,-1.38778,-1.46502,-1.44732,-1.44711,-1.44972,-1.3403,-1.3685,-1.46013,-1.4738,-1.36899,-1.36543,-1.36504,-1.36987,-1.36459,-1.46551,-1.40881,-1.4099,-1.45226,-1.42862
KF279416,-1.4343,-1.36684,-1.44517,-1.43541,-1.49017,-1.36368,-1.34909,-1.48827,-1.4893,-1.49024,-1.48854,-1.42937,-1.46344,-1.48585,-1.47126,-1.38161,-1.46305,-1.40487,-1.40494,-1.40406,-1.34453,-1.44566,-1.426,-1.41216,-1.4621,-1.33016,-1.43728,-1.4361,-1.40278,-1.43088,-1.44004,-1.44135,-1.4412,-1.44524,-1.44323,-1.40588,-1.40475,-1.44509,-1.45677,-1.35035,-1.3502,-1.35923,-1.36196,-1.42616,-1.35593,-1.35783,-1.36561,-1.39619,-1.39648,-1.39657,-1.39643,-1.3486,-1.38773,-1.46484,-1.44738,-1.44718,-1.44949,-1.34067,-1.36905,-1.45967,-1.47336,-1.36875,-1.36543,-1.36473,-1.36973,-1.36452,-1.46543,-1.40891,-1.40988,-1.45273,-1.42919
KF279417,-1.4304,-1.36204,-1.43485,-1.43343,-1.48431,-1.37811,-1.35649,-1.48123,-1.4822,-1.48324,-1.48153,-1.42777,-1.46692,-1.47533,-1.46953,-1.38643,-1.45853,-1.40906,-1.40777,-1.40757,-1.35993,-1.44591,-1.42198,-1.40519,-1.45378,-1.34098,-1.43629,-1.43778,-1.40106,-1.43191,-1.44083,-1.44102,-1.44055,-1.44285,-1.43899,-1.3978,-1.39408,-1.44297,-1.44766,-1.35125,-1.35161,-1.35567,-1.36226,-1.4162,-1.35638,-1.35703,-1.37058,-1.39923,-1.39926,-1.39926,-1.39925,-1.35023,-1.38469,-1.46429,-1.4413,-1.44123,-1.44234,-1.35027,-1.37275,-1.45824,-1.46973,-1.36223,-1.36324,-1.36232,-1.36646,-1.36317,-1.46148,-1.39527,-1.39547,-1.44627,-1.42249
KF306380,-1.43041,-1.36167,-1.43585,-1.43292,-1.48383,-1.37755,-1.35505,-1.48099,-1.48232,-1.48312,-1.4819,-1.42724,-1.46714,-1.47598,-1.46971,-1.38612,-1.45866,-1.40903,-1.40816,-1.40771,-1.36039,-1.44609,-1.42131,-1.40533,-1.45447,-1.34095,-1.43571,-1.43736,-1.4019,-1.43203,-1.44064,-1.44086,-1.44028,-1.44298,-1.4391,-1.39657,-1.39281,-1.44313,-1.44838,-1.35037,-1.35076,-1.35575,-1.3632,-1.41563,-1.35519,-1.35564,-1.36951,-1.39865,-1.39888,-1.39883,-1.39871,-1.3491,-1.38443,-1.46506,-1.44224,-1.44219,-1.44323,-1.34988,-1.37197,-1.45772,-1.46918,-1.36276,-1.36307,-1.36134,-1.36559,-1.36339,-1.46173,-1.39529,-1.39556,-1.44596,-1.42298
KF416340,-1.43467,-1.36829,-1.44385,-1.43556,-1.48942,-1.36622,-1.35284,-1.48689,-1.4875,-1.4884,-1.48604,-1.43019,-1.46505,-1.48252,-1.47135,-1.38358,-1.4632,-1.40647,-1.40636,-1.40621,-1.34617,-1.4457,-1.42747,-1.41287,-1.46136,-1.33329,-1.43721,-1.43635,-1.40325,-1.43175,-1.44003,-1.44159,-1.44114,-1.44471,-1.44216,-1.40665,-1.40583,-1.44446,-1.45586,-1.35433,-1.35471,-1.36249,-1.36488,-1.42622,-1.35911,-1.36064,-1.37012,-1.39785,-1.39795,-1.39806,-1.39768,-1.35192,-1.38935,-1.465,-1.44762,-1.44748,-1.45049,-1.34401,-1.37122,-1.46078,-1.47344,-1.37285,-1.36738,-1.36805,-1.37197,-1.36796,-1.46552,-1.40972,-1.41135,-1.45201,-1.42953
KF416341,-1.41931,-1.31892,-1.43809,-1.42914,-1.49645,-1.30388,-1.29433,-1.48956,-1.49263,-1.49131,-1.49171,-1.43479,-1.45578,-1.48333,-1.4681,-1.33515,-1.46655,-1.38127,-1.38168,-1.38003,-1.3152,-1.44596,-1.40991,-1.40542,-1.46225,-1.26615,-1.43613,-1.43704,-1.37424,-1.42971,-1.43696,-1.43977,-1.43859,-1.44498,-1.44279,-1.39546,-1.39367,-1.44502,-1.45265,-1.29101,-1.29052,-1.30179,-1.30858,-1.40465,-1.30477,-1.30384,-1.30392,-1.3653,-1.36551,-1.36605,-1.36619,-1.30125,-1.34683,-1.46626,-1.44837,-1.44828,-1.45196,-1.27902,-1.32122,-1.46125,-1.4743,-1.32535,-1.33459,-1.33194,-1.34498,-1.33415,-1.46718,-1.39525,-1.39419,-1.45323,-1.40897
KF416342,-1.42872,-1.40629,-1.41633,-1.42871,-1.46515,-1.44609,-1.42605,-1.45988,-1.46074,-1.4606,-1.46064,-1.42198,-1.46587,-1.44951,-1.45596,-1.41847,-1.44325,-1.41378,-1.41219,-1.41441,-1.41547,-1.43771,-1.41699,-1.41079,-1.44409,-1.42699,-1.42969,-1.42908,-1.40605,-1.43167,-1.43812,-1.43794,-1.43762,-1.43456,-1.43061,-1.3963,-1.39384,-1.43479,-1.429,-1.42923,-1.43006,-1.40096,-1.39608,-1.41587,-1.41462,-1.41414,-1.42053,-1.4152,-1.41541,-1.41551,-1.41523,-1.41456,-1.40863,-1.45403,-1.4286,-1.42845,-1.42819,-1.45359,-1.40754,-1.44451,-1.45537,-1.40373,-1.39267,-1.39573,-1.39299,-1.39337,-1.44679,-1.43636,-1.43591,-1.42286,-1.41642
KF416343,-1.4295,-1.36273,-1.43547,-1.43256,-1.48423,-1.37783,-1.35539,-1.48003,-1.48211,-1.48209,-1.48125,-1.4282,-1.46718,-1.47425,-1.46914,-1.38639,-1.45851,-1.4084,-1.40793,-1.40719,-1.36092,-1.44493,-1.42096,-1.40684,-1.45475,-1.34172,-1.4353,-1.43709,-1.40112,-1.43197,-1.4403,-1.44079,-1.44032,-1.44239,-1.43903,-1.3968,-1.39398,-1.44231,-1.44753,-1.35193,-1.35204,-1.35555,-1.36319,-1.416,-1.3571,-1.35746,-1.37068,-1.39965,-1.39969,-1.39965,-1.39953,-1.35159,-1.38476,-1.46385,-1.4413,-1.44123,-1.44315,-1.35198,-1.37185,-1.45728,-1.46891,-1.36207,-1.36324,-1.36221,-1.36671,-1.36392,-1.46169,-1.39539,-1.39597,-1.44648,-1.42238
KF416344,-1.43584,-1.3615,-1.44069,-1.43339,-1.4892,-1.36938,-1.35122,-1.48605,-1.48737,-1.48787,-1.48772,-1.42911,-1.46566,-1.47849,-1.46957,-1.39007,-1.46037,-1.40892,-1.40789,-1.40856,-1.34876,-1.44686,-1.42281,-1.40443,-1.45959,-1.33138,-1.43552,-1.43464,-1.4036,-1.43298,-1.44132,-1.4436,-1.44336,-1.44458,-1.44236,-1.39582,-1.39421,-1.44528,-1.45171,-1.34915,-1.34919,-1.35297,-1.356,-1.42221,-1.35213,-1.35235,-1.36715,-1.40371,-1.40413,-1.40443,-1.40415,-1.34647,-1.39226,-1.46402,-1.44189,-1.44168,-1.44589,-1.34619,-1.37104,-1.45914,-1.47151,-1.36323,-1.35807,-1.35599,-1.36058,-1.35643,-1.4646,-1.40627,-1.40719,-1.44465,-1.42569
KF562099,-1.43016,-1.36103,-1.43547,-1.43284,-1.48468,-1.37683,-1.35373,-1.48116,-1.4826,-1.48355,-1.48212,-1.42768,-1.46712,-1.4762,-1.46994,-1.38554,-1.45876,-1.40923,-1.40838,-1.40783,-1.35948,-1.44655,-1.42127,-1.40466,-1.45454,-1.33982,-1.43607,-1.43765,-1.4017,-1.43165,-1.44034,-1.44038,-1.44062,-1.4427,-1.4391,-1.39656,-1.39229,-1.44275,-1.44883,-1.34922,-1.34959,-1.35411,-1.36236,-1.41568,-1.35459,-1.35506,-1.36912,-1.39887,-1.39881,-1.39887,-1.39877,-1.34822,-1.38448,-1.46473,-1.44189,-1.44183,-1.44295,-1.34804,-1.37127,-1.45772,-1.46981,-1.36141,-1.36269,-1.36107,-1.36518,-1.36208,-1.4615,-1.39388,-1.39443,-1.44659,-1.42269
KF562101,-1.43047,-1.36124,-1.4352,-1.4331,-1.48488,-1.37612,-1.35434,-1.48178,-1.48289,-1.48335,-1.48237,-1.4278,-1.46731,-1.47578,-1.4696,-1.38544,-1.4593,-1.40832,-1.40786,-1.40708,-1.35929,-1.44619,-1.42131,-1.40532,-1.45444,-1.33939,-1.43632,-1.4376,-1.40108,-1.43162,-1.44064,-1.44115,-1.44065,-1.44317,-1.43926,-1.39686,-1.39297,-1.44346,-1.44858,-1.3499,-1.35009,-1.35474,-1.36201,-1.41634,-1.35498,-1.35546,-1.36938,-1.39843,-1.39845,-1.39847,-1.39836,-1.34876,-1.38387,-1.46467,-1.44215,-1.44207,-1.44303,-1.34857,-1.37168,-1.45766,-1.46956,-1.3619,-1.36275,-1.36136,-1.36566,-1.3631,-1.4615,-1.39557,-1.3961,-1.44656,-1.42258
KF562102,-1.43045,-1.36169,-1.43506,-1.4333,-1.48476,-1.37675,-1.35517,-1.48125,-1.48238,-1.48314,-1.48176,-1.42762,-1.46735,-1.47611,-1.46947,-1.38592,-1.45911,-1.40861,-1.4082,-1.40716,-1.35979,-1.44608,-1.42192,-1.40576,-1.45409,-1.34056,-1.43587,-1.43729,-1.40121,-1.43134,-1.44044,-1.44097,-1.44014,-1.44317,-1.43932,-1.39708,-1.39371,-1.44327,-1.44838,-1.35087,-1.35106,-1.35539,-1.36248,-1.41627,-1.35569,-1.35591,-1.3707,-1.39897,-1.39895,-1.39899,-1.39891,-1.34923,-1.38454,-1.46477,-1.44224,-1.44217,-1.4435,-1.34993,-1.37224,-1.45785,-1.46951,-1.3626,-1.36382,-1.36193,-1.36653,-1.36412,-1.46113,-1.39606,-1.39609,-1.44635,-1.42251
KF560333,-1.43605,-1.37121,-1.43754,-1.43536,-1.48588,-1.38556,-1.36494,-1.48329,-1.48649,-1.48491,-1.48554,-1.42687,-1.46882,-1.47741,-1.47234,-1.39617,-1.46072,-1.40854,-1.40889,-1.40903,-1.36023,-1.44677,-1.42391,-1.40812,-1.45939,-1.35003,-1.43636,-1.43556,-1.40429,-1.43475,-1.44202,-1.4433,-1.44229,-1.44447,-1.44277,-1.39619,-1.39551,-1.44531,-1.45027,-1.36304,-1.363,-1.36235,-1.36574,-1.42468,-1.36542,-1.36492,-1.37848,-1.40465,-1.40565,-1.40558,-1.4054,-1.36006,-1.39667,-1.4673,-1.44328,-1.44319,-1.44567,-1.36636,-1.3786,-1.45867,-1.47124,-1.36956,-1.36453,-1.36147,-1.36474,-1.36299,-1.46533,-1.41185,-1.41154,-1.44267,-1.42555
KF560332,-1.43665,-1.37147,-1.43745,-1.43505,-1.48585,-1.3856,-1.36643,-1.48326,-1.48624,-1.48437,-1.48531,-1.42699,-1.46745,-1.47697,-1.472,-1.39656,-1.46085,-1.40831,-1.40858,-1.40857,-1.36097,-1.44692,-1.42278,-1.40844,-1.45964,-1.35123,-1.4371,-1.43623,-1.40411,-1.43444,-1.44215,-1.44308,-1.44216,-1.44411,-1.44233,-1.39603,-1.39527,-1.44467,-1.44985,-1.36368,-1.36376,-1.36352,-1.36586,-1.42477,-1.36563,-1.36522,-1.37928,-1.40495,-1.40578,-1.40577,-1.40559,-1.36042,-1.39761,-1.46767,-1.44293,-1.44287,-1.44557,-1.36786,-1.37874,-1.45899,-1.47156,-1.37046,-1.36542,-1.36134,-1.36497,-1.36386,-1.46454,-1.41269,-1.41262,-1.44249,-1.42517
KF560330,-1.43803,-1.37581,-1.43874,-1.43183,-1.48215,-1.3884,-1.3767,-1.48315,-1.48375,-1.48571,-1.48346,-1.42624,-1.46805,-1.47626,-1.47098,-1.39939,-1.45793,-1.40983,-1.40975,-1.40964,-1.36019,-1.44669,-1.42403,-1.40936,-1.45701,-1.35928,-1.4336,-1.43325,-1.40418,-1.43401,-1.44068,-1.44279,-1.44352,-1.44277,-1.44131,-1.39979,-1.39807,-1.44241,-1.44945,-1.37537,-1.37527,-1.37327,-1.37205,-1.42535,-1.36956,-1.3697,-1.38717,-1.40596,-1.40643,-1.40636,-1.40579,-1.3632,-1.4022,-1.46239,-1.43963,-1.43962,-1.44186,-1.37593,-1.38302,-1.45755,-1.46851,-1.3777,-1.37088,-1.37003,-1.37214,-1.37139,-1.46116,-1.41503,-1.41552,-1.44176,-1.42631
KF560331,-1.43412,-1.3656,-1.44271,-1.43376,-1.48998,-1.36411,-1.34918,-1.48596,-1.48759,-1.48825,-1.48678,-1.42936,-1.46369,-1.48385,-1.47002,-1.37988,-1.46383,-1.40334,-1.40473,-1.4034,-1.34415,-1.44503,-1.42463,-1.41008,-1.46116,-1.33076,-1.4359,-1.43547,-1.39998,-1.43099,-1.44039,-1.44159,-1.44059,-1.44463,-1.44274,-1.40567,-1.40513,-1.44493,-1.455,-1.35053,-1.35015,-1.35821,-1.36111,-1.42508,-1.35631,-1.35731,-1.36703,-1.39499,-1.39539,-1.39547,-1.39543,-1.34966,-1.38679,-1.46493,-1.44562,-1.44533,-1.44812,-1.34201,-1.37051,-1.45931,-1.47195,-1.36842,-1.36465,-1.36518,-1.37021,-1.36614,-1.46581,-1.4114,-1.4122,-1.44967,-1.42834
KF560334,-1.43597,-1.36956,-1.43749,-1.43441,-1.48589,-1.38344,-1.36342,-1.48342,-1.48642,-1.48506,-1.48554,-1.42627,-1.46847,-1.47683,-1.47226,-1.39521,-1.4602,-1.40812,-1.40832,-1.40854,-1.35892,-1.4467,-1.42334,-1.40756,-1.45944,-1.348,-1.43654,-1.43641,-1.40372,-1.43475,-1.44216,-1.44319,-1.44209,-1.44443,-1.44324,-1.39546,-1.3947,-1.44538,-1.45083,-1.36085,-1.36066,-1.36109,-1.3641,-1.42378,-1.36386,-1.36352,-1.37793,-1.40461,-1.40538,-1.40542,-1.40525,-1.35887,-1.39635,-1.4673,-1.44325,-1.44316,-1.44556,-1.36411,-1.37739,-1.45866,-1.4712,-1.36871,-1.36363,-1.36008,-1.3639,-1.36239,-1.46437,-1.41154,-1.41101,-1.44271,-1.42542
KF713486,-1.42414,-1.32581,-1.43429,-1.42959,-1.49791,-1.28993,-1.30423,-1.49191,-1.49586,-1.49434,-1.49453,-1.434,-1.45429,-1.48877,-1.47057,-1.33491,-1.46515,-1.38794,-1.3894,-1.38703,-1.32266,-1.44654,-1.41125,-1.41983,-1.4633,-1.27008,-1.43896,-1.438,-1.37776,-1.42912,-1.43807,-1.43956,-1.43827,-1.44693,-1.44382,-1.40197,-1.40016,-1.44689,-1.45493,-1.29908,-1.30032,-1.31161,-1.31725,-1.40808,-1.30842,-1.30804,-1.31486,-1.36876,-1.36867,-1.36908,-1.36908,-1.30203,-1.34786,-1.46667,-1.4524,-1.45217,-1.45451,-1.28628,-1.33043,-1.45913,-1.47411,-1.33107,-1.34759,-1.34365,-1.35688,-1.34763,-1.46753,-1.40711,-1.40675,-1.45376,-1.41777
KF861510,-1.43494,-1.37106,-1.43801,-1.43434,-1.48603,-1.38535,-1.36462,-1.48198,-1.484,-1.48424,-1.4839,-1.4259,-1.46579,-1.47475,-1.47019,-1.3956,-1.45838,-1.4128,-1.41157,-1.41278,-1.35975,-1.44459,-1.42442,-1.40601,-1.459,-1.34784,-1.43454,-1.43412,-1.40583,-1.43334,-1.44096,-1.44211,-1.44146,-1.4428,-1.43983,-1.39603,-1.39544,-1.44375,-1.45002,-1.36112,-1.3624,-1.36578,-1.36694,-1.42272,-1.36328,-1.36327,-1.37694,-1.40658,-1.4071,-1.40733,-1.40706,-1.35723,-1.39626,-1.46462,-1.4411,-1.44104,-1.44405,-1.36407,-1.37935,-1.4579,-1.46873,-1.37297,-1.36548,-1.36463,-1.36735,-1.36484,-1.46248,-1.41035,-1.41084,-1.44363,-1.42753
KF841477,-1.41466,-1.32671,-1.43567,-1.43281,-1.49491,-1.29284,-1.30453,-1.48719,-1.49295,-1.48999,-1.49108,-1.43534,-1.4559,-1.48636,-1.46808,-1.34056,-1.46546,-1.38591,-1.38619,-1.38546,-1.32248,-1.44592,-1.41156,-1.42172,-1.46148,-1.27197,-1.43736,-1.43816,-1.37881,-1.42952,-1.43776,-1.44095,-1.43884,-1.44686,-1.44444,-1.40453,-1.40084,-1.44699,-1.45162,-1.30733,-1.30801,-1.32026,-1.32339,-1.40592,-1.30803,-1.3093,-1.31565,-1.37199,-1.3718,-1.372,-1.37215,-1.30211,-1.35631,-1.46677,-1.44908,-1.44886,-1.45306,-1.29941,-1.33031,-1.45957,-1.47462,-1.33965,-1.35281,-1.34713,-1.35807,-1.35294,-1.46708,-1.413,-1.41321,-1.45149,-1.41875
KF493879,-1.42744,-1.3336,-1.4523,-1.43535,-1.49907,-1.31435,-1.30719,-1.49177,-1.496,-1.49429,-1.49519,-1.43286,-1.45505,-1.49276,-1.4708,-1.35801,-1.46623,-1.39468,-1.39471,-1.39347,-1.31158,-1.44663,-1.41879,-1.41153,-1.46398,-1.27923,-1.43748,-1.43894,-1.39073,-1.42727,-1.43819,-1.43929,-1.43979,-1.44684,-1.44458,-1.40998,-1.40807,-1.44693,-1.46123,-1.31093,-1.31007,-1.33234,-1.34062,-1.4222,-1.31772,-1.31731,-1.33626,-1.38053,-1.38095,-1.38113,-1.38142,-1.30663,-1.36787,-1.46701,-1.45194,-1.45182,-1.4544,-1.2793,-1.34193,-1.46033,-1.47665,-1.35353,-1.35226,-1.34994,-1.35789,-1.34997,-1.46838,-1.39786,-1.39809,-1.46782,-1.42834
KF493880,-1.4355,-1.36503,-1.44478,-1.43517,-1.49087,-1.3611,-1.34766,-1.488,-1.48924,-1.48994,-1.48912,-1.43066,-1.46209,-1.48566,-1.47149,-1.37919,-1.46353,-1.40617,-1.40621,-1.40598,-1.34217,-1.44608,-1.42571,-1.41283,-1.46079,-1.32701,-1.43827,-1.4365,-1.40117,-1.43054,-1.44046,-1.44095,-1.44084,-1.44641,-1.44361,-1.4061,-1.40437,-1.4463,-1.45535,-1.34919,-1.34889,-1.35808,-1.36195,-1.42645,-1.35547,-1.35547,-1.36571,-1.39561,-1.39614,-1.39607,-1.39585,-1.34744,-1.38692,-1.46413,-1.44594,-1.4457,-1.45,-1.33843,-1.36843,-1.46098,-1.47341,-1.36734,-1.36507,-1.36407,-1.37002,-1.36448,-1.46634,-1.40919,-1.40947,-1.45271,-1.42866
KF493881,-1.41555,-1.32275,-1.43036,-1.42799,-1.49034,-1.31611,-1.2933,-1.48841,-1.48908,-1.4885,-1.48875,-1.43259,-1.45695,-1.47988,-1.46813,-1.32388,-1.46046,-1.3677,-1.36724,-1.3672,-1.32664,-1.44581,-1.40427,-1.38923,-1.45912,-1.27094,-1.43433,-1.43621,-1.36697,-1.42966,-1.43628,-1.43865,-1.43845,-1.44509,-1.44226,-1.38958,-1.38771,-1.44527,-1.44967,-1.28241,-1.28334,-1.28849,-1.30126,-1.3968,-1.31808,-1.31728,-1.29833,-1.35509,-1.35504,-1.35539,-1.3556,-1.31404,-1.33592,-1.4629,-1.44682,-1.44671,-1.45057,-1.27436,-1.32013,-1.459,-1.47137,-1.30892,-1.32347,-1.32385,-1.33767,-1.32437,-1.46407,-1.36847,-1.36775,-1.45322,-1.39824
KF493882,-1.43803,-1.37528,-1.4386,-1.43242,-1.4831,-1.38672,-1.37557,-1.48316,-1.4841,-1.48563,-1.48362,-1.42638,-1.46748,-1.476,-1.47094,-1.39832,-1.45886,-1.4093,-1.4094,-1.40928,-1.35839,-1.44679,-1.42422,-1.40976,-1.45738,-1.35607,-1.43329,-1.43297,-1.40414,-1.43381,-1.44155,-1.44353,-1.44337,-1.44285,-1.44189,-1.39833,-1.3969,-1.44261,-1.45018,-1.37281,-1.37309,-1.37133,-1.37112,-1.42532,-1.36856,-1.36856,-1.38664,-1.40576,-1.40623,-1.4062,-1.40567,-1.36218,-1.40086,-1.4624,-1.43964,-1.43961,-1.44181,-1.37349,-1.38211,-1.45784,-1.46886,-1.37641,-1.36986,-1.36858,-1.37167,-1.37027,-1.46164,-1.41555,-1.41607,-1.44274,-1.42647
KF562100,-1.43074,-1.3623,-1.43555,-1.4337,-1.48463,-1.37645,-1.35457,-1.48101,-1.48252,-1.48304,-1.48221,-1.42768,-1.46714,-1.47669,-1.46955,-1.38564,-1.45934,-1.40892,-1.40826,-1.40755,-1.35916,-1.44598,-1.42156,-1.40563,-1.45435,-1.34005,-1.43561,-1.43736,-1.40156,-1.43125,-1.44029,-1.44099,-1.43994,-1.44337,-1.4395,-1.39751,-1.39368,-1.4431,-1.44874,-1.35021,-1.35057,-1.35467,-1.36282,-1.41693,-1.35614,-1.35631,-1.37063,-1.39872,-1.39881,-1.39877,-1.39881,-1.34933,-1.38388,-1.46452,-1.44237,-1.44227,-1.44338,-1.34938,-1.37268,-1.45762,-1.46972,-1.36199,-1.36329,-1.36148,-1.36668,-1.36369,-1.46151,-1.39537,-1.39566,-1.44709,-1.42302
KF981601,-1.43635,-1.35486,-1.44034,-1.43182,-1.49196,-1.35499,-1.33985,-1.48936,-1.4897,-1.49183,-1.48728,-1.42851,-1.46545,-1.4797,-1.47208,-1.38149,-1.46282,-1.40453,-1.40416,-1.40405,-1.34077,-1.44626,-1.42028,-1.40529,-1.4616,-1.3178,-1.43759,-1.43607,-1.39964,-1.43346,-1.4418,-1.4431,-1.44257,-1.44523,-1.44274,-1.39579,-1.39397,-1.44634,-1.45422,-1.33602,-1.33602,-1.34585,-1.34955,-1.42268,-1.34336,-1.3442,-1.35991,-1.39927,-1.39948,-1.39982,-1.39938,-1.33595,-1.38633,-1.46633,-1.44401,-1.44403,-1.44724,-1.32978,-1.36263,-1.45987,-1.47307,-1.35438,-1.35294,-1.35056,-1.35726,-1.35476,-1.46678,-1.40212,-1.40234,-1.44455,-1.42435
KF954506,-1.43588,-1.3611,-1.44259,-1.43486,-1.49328,-1.36401,-1.34764,-1.48878,-1.49034,-1.49155,-1.48897,-1.43101,-1.46337,-1.48251,-1.47225,-1.38925,-1.46331,-1.40778,-1.40778,-1.40665,-1.33959,-1.4464,-1.42634,-1.40723,-1.45959,-1.32871,-1.43844,-1.43871,-1.40204,-1.4319,-1.44292,-1.44326,-1.4426,-1.44652,-1.44512,-1.40212,-1.39836,-1.44742,-1.457,-1.34681,-1.34728,-1.35445,-1.35539,-1.425,-1.35155,-1.35215,-1.36596,-1.40131,-1.4022,-1.40206,-1.40209,-1.34399,-1.39208,-1.46663,-1.44561,-1.44558,-1.44776,-1.33828,-1.36947,-1.46126,-1.47322,-1.36731,-1.36058,-1.35943,-1.36447,-1.36007,-1.46593,-1.40544,-1.40521,-1.45076,-1.42858
KF986246,-1.41636,-1.33266,-1.434,-1.43074,-1.493,-1.3101,-1.31738,-1.48551,-1.4905,-1.48797,-1.48923,-1.43463,-1.45752,-1.48032,-1.4687,-1.34558,-1.46077,-1.38727,-1.38717,-1.38635,-1.32419,-1.44414,-1.40451,-1.41414,-1.45882,-1.28504,-1.43136,-1.43211,-1.37771,-1.42977,-1.43854,-1.44105,-1.44045,-1.44501,-1.44513,-1.3967,-1.39591,-1.44507,-1.44861,-1.31221,-1.31206,-1.31908,-1.32674,-1.40387,-1.31837,-1.31865,-1.32458,-1.37453,-1.37447,-1.37455,-1.37434,-1.31464,-1.35659,-1.46388,-1.44768,-1.44745,-1.45003,-1.31233,-1.33721,-1.45879,-1.47487,-1.33712,-1.34609,-1.34573,-1.35536,-1.34637,-1.46619,-1.4109,-1.41026,-1.44653,-1.41343
KF986247,-1.41103,-1.36357,-1.42142,-1.41584,-1.47096,-1.38645,-1.39051,-1.47192,-1.47438,-1.47329,-1.47335,-1.42631,-1.46833,-1.46416,-1.46463,-1.38436,-1.44364,-1.39001,-1.389,-1.38905,-1.37725,-1.43827,-1.40285,-1.41259,-1.44768,-1.38013,-1.42048,-1.42044,-1.38606,-1.43389,-1.44079,-1.44207,-1.44071,-1.43924,-1.43859,-1.40288,-1.39951,-1.43992,-1.43464,-1.39206,-1.39272,-1.37548,-1.36763,-1.40375,-1.36688,-1.36719,-1.38544,-1.38653,-1.38655,-1.38631,-1.38604,-1.36454,-1.38827,-1.45776,-1.43657,-1.43638,-1.44005,-1.41927,-1.37388,-1.454,-1.46597,-1.39513,-1.38456,-1.38211,-1.38235,-1.38428,-1.45425,-1.43891,-1.4391,-1.42676,-1.41284
